Customer_ID,Loan_Amount,Customer_Vintage,No_of_MFIs,Category,Region,Income,Credit_Score,CREATED_TS,Final_Status
3327,25088,1,1,CAGL+2,South,78521,758,2025-05-19 14:00:00,Approved
3328,186118,5,3,CAGL+2,East,66434,684,2025-05-19 15:00:00,Approved
3329,282158,4,4,CAGL+1,North,47399,787,2025-05-19 16:00:00,Rejected
3330,205497,5,3,CAGL+2,East,31035,709,2025-05-19 17:00:00,Rejected
3331,188207,7,2,Unique,South,48641,588,2025-05-19 18:00:00,Rejected
3332,88077,7,4,CAGL+2,East,56936,766,2025-05-19 19:00:00,Approved
3333,149784,2,2,Unique,North,27164,574,2025-05-19 20:00:00,Rejected
3334,215776,8,5,CAGL+2,West,23444,758,2025-05-19 21:00:00,Rejected
3335,79087,5,2,Unique,East,46350,688,2025-05-19 22:00:00,Approved
3336,284441,6,5,Unique,West,65419,666,2025-05-19 23:00:00,Rejected
3337,250341,8,4,Unique,East,26444,697,2025-05-20 00:00:00,Rejected
3338,299272,6,3,Unique,North,35419,713,2025-05-20 01:00:00,Approved
3339,78368,9,3,Unique,North,11408,610,2025-05-20 02:00:00,Approved
3340,229571,8,3,CAGL+1,West,48306,587,2025-05-20 03:00:00,Rejected
3341,261514,0,2,CAGL+1,North,52651,683,2025-05-20 04:00:00,Approved
3342,152180,0,4,CAGL+1,West,32977,782,2025-05-20 05:00:00,Rejected
3343,269904,2,4,Unique,South,59732,657,2025-05-20 06:00:00,Rejected
3344,87603,8,5,CAGL+2,West,70576,744,2025-05-20 07:00:00,Rejected
3345,43872,0,4,CAGL+1,East,55022,782,2025-05-20 08:00:00,Approved
3346,282872,0,3,Unique,West,61520,674,2025-05-20 09:00:00,Rejected
3347,292727,4,4,Unique,West,24940,722,2025-05-20 10:00:00,Rejected
3348,95774,7,5,CAGL+2,East,29223,671,2025-05-20 11:00:00,Rejected
3349,208522,1,4,CAGL+1,North,35096,576,2025-05-20 12:00:00,Rejected
3350,230357,3,4,CAGL+1,North,17870,616,2025-05-20 13:00:00,Rejected
3351,75942,5,3,Others,South,53426,687,2025-05-20 14:00:00,Approved
3352,23689,0,4,Unique,North,30796,667,2025-05-20 15:00:00,Approved
3353,43276,3,2,CAGL+1,South,58783,671,2025-05-20 16:00:00,Approved
3354,111968,3,5,CAGL+1,South,71255,559,2025-05-20 17:00:00,Rejected
3355,285194,8,5,Others,South,18726,675,2025-05-20 18:00:00,Rejected
3356,76216,8,5,CAGL+1,North,66814,604,2025-05-20 19:00:00,Approved
3357,225516,5,4,CAGL+1,East,15852,580,2025-05-20 20:00:00,Rejected
3358,31644,7,2,Others,North,49230,683,2025-05-20 21:00:00,Approved
3359,72021,9,5,CAGL+1,East,62822,701,2025-05-20 22:00:00,Approved
3360,178197,3,1,Others,North,56416,779,2025-05-20 23:00:00,Approved
3361,52291,9,3,CAGL+2,South,79127,789,2025-05-21 00:00:00,Approved
3362,35675,7,1,Unique,East,65804,628,2025-05-21 01:00:00,Approved
3363,159359,2,1,Unique,North,33283,628,2025-05-21 02:00:00,Approved
3364,272318,1,5,Unique,North,74455,552,2025-05-21 03:00:00,Rejected
3365,102268,5,1,Unique,West,18711,583,2025-05-21 04:00:00,Rejected
3366,194384,4,1,CAGL+1,East,62323,596,2025-05-21 05:00:00,Rejected
3367,115410,7,2,CAGL+2,South,72545,568,2025-05-21 06:00:00,Rejected
3368,139887,0,3,CAGL+1,South,19598,579,2025-05-21 07:00:00,Rejected
3369,211554,9,4,CAGL+1,East,13776,711,2025-05-21 08:00:00,Rejected
3370,296762,2,5,Others,North,49230,729,2025-05-21 09:00:00,Rejected
3371,44675,6,5,Unique,South,34116,739,2025-05-21 10:00:00,Approved
3372,291063,9,1,Unique,North,25970,634,2025-05-21 11:00:00,Approved
3373,276317,3,4,Unique,West,32594,616,2025-05-21 12:00:00,Rejected
3374,298544,9,4,Unique,South,19373,646,2025-05-21 13:00:00,Rejected
3375,191517,4,4,CAGL+2,North,33098,630,2025-05-21 14:00:00,Rejected
3376,80305,7,5,CAGL+1,South,30640,711,2025-05-21 15:00:00,Approved
3377,178636,0,5,CAGL+2,North,43295,781,2025-05-21 16:00:00,Rejected
3378,98791,0,2,CAGL+1,West,42002,668,2025-05-21 17:00:00,Approved
3379,169034,6,5,CAGL+2,West,67838,661,2025-05-21 18:00:00,Rejected
3380,80533,8,5,CAGL+1,West,12844,604,2025-05-21 19:00:00,Rejected
3381,197256,3,2,Unique,North,57338,647,2025-05-21 20:00:00,Approved
3382,151650,7,5,CAGL+1,South,49108,760,2025-05-21 21:00:00,Rejected
3383,141060,9,1,CAGL+1,South,42572,673,2025-05-21 22:00:00,Approved
3384,159696,6,1,Others,North,57252,678,2025-05-21 23:00:00,Approved
3385,252188,1,2,Others,West,54933,620,2025-05-22 00:00:00,Approved
3386,247501,4,2,Others,West,54439,736,2025-05-22 01:00:00,Approved
3387,193887,8,1,Unique,East,24619,763,2025-05-22 02:00:00,Approved
3388,14986,8,4,CAGL+2,North,20618,710,2025-05-22 03:00:00,Approved
3389,273625,2,5,CAGL+2,West,36296,586,2025-05-22 04:00:00,Rejected
3390,210339,2,3,CAGL+2,East,68832,599,2025-05-22 05:00:00,Rejected
3391,131950,1,3,CAGL+1,West,43813,619,2025-05-22 06:00:00,Approved
3392,135355,6,2,CAGL+2,South,65063,552,2025-05-22 07:00:00,Rejected
3393,37798,5,3,CAGL+1,East,55927,791,2025-05-22 08:00:00,Approved
3394,101649,4,4,CAGL+2,North,22561,712,2025-05-22 09:00:00,Approved
3395,29477,6,3,CAGL+2,South,67243,693,2025-05-22 10:00:00,Rejected
3396,227400,3,1,CAGL+2,South,47176,596,2025-05-22 11:00:00,Rejected
3397,227060,4,2,CAGL+2,East,73049,767,2025-05-22 12:00:00,Approved
3398,296479,8,3,Unique,South,13840,711,2025-05-22 13:00:00,Approved
3399,283586,8,5,Others,East,68212,584,2025-05-22 14:00:00,Rejected
3400,116464,3,2,Unique,North,67113,741,2025-05-22 15:00:00,Approved
3401,141184,5,4,Unique,West,66817,778,2025-05-22 16:00:00,Approved
3402,97051,1,1,CAGL+1,South,42072,653,2025-05-22 17:00:00,Approved
3403,160653,2,3,CAGL+2,North,20257,590,2025-05-22 18:00:00,Rejected
3404,255300,8,1,CAGL+2,West,74631,656,2025-05-22 19:00:00,Approved
3405,69722,5,4,Others,East,34405,723,2025-05-22 20:00:00,Approved
3406,102036,7,3,Unique,East,63001,682,2025-05-22 21:00:00,Approved
3407,238634,4,2,CAGL+1,North,30274,737,2025-05-22 22:00:00,Rejected
3408,157595,1,2,Unique,West,72094,731,2025-05-22 23:00:00,Rejected
3409,258709,6,5,CAGL+1,East,52819,599,2025-05-23 00:00:00,Rejected
3410,291696,5,4,Unique,West,25285,567,2025-05-23 01:00:00,Rejected
3411,151880,1,3,CAGL+2,East,22594,726,2025-05-23 02:00:00,Approved
3412,245419,5,1,Others,West,76167,718,2025-05-23 03:00:00,Approved
3413,164692,7,1,Unique,North,38772,573,2025-05-23 04:00:00,Rejected
3414,273031,0,3,CAGL+2,North,47537,707,2025-05-23 05:00:00,Rejected
3415,95024,3,4,CAGL+1,South,28217,564,2025-05-23 06:00:00,Rejected
3416,255809,0,4,Unique,South,36376,759,2025-05-23 07:00:00,Rejected
3417,128639,1,1,Unique,North,55675,693,2025-05-23 08:00:00,Approved
3418,91938,0,3,CAGL+2,South,20735,695,2025-05-23 09:00:00,Approved
3419,227813,5,3,Unique,East,34677,768,2025-05-23 10:00:00,Approved
3420,262100,5,1,Unique,South,30722,550,2025-05-23 11:00:00,Rejected
3421,298193,0,3,Others,South,71787,688,2025-05-23 12:00:00,Approved
3422,94526,3,3,CAGL+1,West,79664,716,2025-05-23 13:00:00,Approved
3423,56220,3,2,CAGL+2,East,67424,751,2025-05-23 14:00:00,Approved
3424,85277,7,2,CAGL+2,North,28594,686,2025-05-23 15:00:00,Approved
3425,132332,5,5,Unique,East,56633,666,2025-05-23 16:00:00,Approved
3426,244231,1,5,Unique,West,69870,716,2025-05-23 17:00:00,Rejected
3427,32931,4,4,Unique,South,33172,694,2025-05-23 18:00:00,Approved
3428,99116,3,2,Others,East,32459,776,2025-05-23 19:00:00,Approved
3429,261671,9,2,Unique,West,42983,712,2025-05-23 20:00:00,Approved
3430,61913,3,2,CAGL+1,North,24581,751,2025-05-23 21:00:00,Approved
3431,260216,7,2,CAGL+2,South,54669,793,2025-05-23 22:00:00,Approved
3432,104776,4,4,Unique,West,13788,710,2025-05-23 23:00:00,Approved
3433,35991,2,1,CAGL+1,West,10601,628,2025-05-24 00:00:00,Approved
3434,195917,9,4,Unique,West,56144,602,2025-05-24 01:00:00,Rejected
3435,114092,3,1,CAGL+1,North,69474,741,2025-05-24 02:00:00,Approved
3436,239577,0,5,Unique,North,74897,750,2025-05-24 03:00:00,Rejected
3437,196384,5,2,Others,West,65608,750,2025-05-24 04:00:00,Approved
3438,247113,9,1,Others,East,27075,576,2025-05-24 05:00:00,Rejected
3439,105556,3,4,Unique,North,15770,699,2025-05-24 06:00:00,Approved
3440,166989,5,1,CAGL+1,East,28461,652,2025-05-24 07:00:00,Approved
3441,138467,1,3,CAGL+2,East,48573,719,2025-05-24 08:00:00,Approved
3442,228800,4,5,Unique,West,65355,786,2025-05-24 09:00:00,Rejected
3443,136155,8,5,CAGL+1,West,58523,677,2025-05-24 10:00:00,Approved
3444,69778,7,2,Unique,South,46442,730,2025-05-24 11:00:00,Approved
3445,55833,2,2,Unique,North,28437,645,2025-05-24 12:00:00,Approved
3446,294769,0,4,CAGL+2,North,69101,653,2025-05-24 13:00:00,Rejected
3447,42088,9,1,CAGL+1,North,61204,630,2025-05-24 14:00:00,Approved
3448,220722,2,3,Unique,West,39861,614,2025-05-24 15:00:00,Approved
3449,206375,7,5,CAGL+1,North,22351,723,2025-05-24 16:00:00,Rejected
3450,86361,2,1,CAGL+1,West,23489,788,2025-05-24 17:00:00,Approved
3451,145189,4,3,CAGL+2,North,13344,691,2025-05-24 18:00:00,Approved
3452,100265,1,1,CAGL+2,East,34456,580,2025-05-24 19:00:00,Rejected
3453,107718,0,2,CAGL+1,West,59831,749,2025-05-24 20:00:00,Approved
3454,104876,9,5,Unique,South,33075,690,2025-05-24 21:00:00,Approved
3455,40949,4,3,CAGL+2,South,66755,682,2025-05-24 22:00:00,Approved
3456,222954,4,2,Others,North,13102,577,2025-05-24 23:00:00,Rejected
3457,121541,5,4,Unique,East,31069,681,2025-05-25 00:00:00,Approved
3458,205691,1,4,CAGL+2,East,63084,661,2025-05-25 01:00:00,Rejected
3459,71842,8,2,CAGL+1,North,36214,578,2025-05-25 02:00:00,Rejected
3460,242930,1,3,CAGL+2,South,61630,655,2025-05-25 03:00:00,Approved
3461,299134,1,3,CAGL+1,North,25968,657,2025-05-25 04:00:00,Approved
3462,157265,4,5,CAGL+2,East,27339,624,2025-05-25 05:00:00,Rejected
3463,140356,8,2,CAGL+1,North,42504,709,2025-05-25 06:00:00,Approved
3464,254629,3,4,Unique,North,22153,796,2025-05-25 07:00:00,Rejected
3465,222802,5,2,Unique,North,73207,592,2025-05-25 08:00:00,Rejected
3466,175582,1,1,CAGL+1,East,50541,691,2025-05-25 09:00:00,Approved
3467,273450,3,3,CAGL+1,South,78885,612,2025-05-25 10:00:00,Approved
3468,13849,8,1,Unique,West,71725,552,2025-05-25 11:00:00,Rejected
3469,22360,1,4,CAGL+2,North,32943,798,2025-05-25 12:00:00,Approved
3470,263279,0,3,CAGL+2,West,41699,748,2025-05-25 13:00:00,Approved
3471,104767,3,4,CAGL+2,West,37813,769,2025-05-25 14:00:00,Approved
3472,271445,3,4,Others,South,77322,787,2025-05-25 15:00:00,Rejected
3473,186872,0,4,CAGL+1,South,66449,723,2025-05-25 16:00:00,Rejected
3474,64330,3,5,CAGL+2,East,48776,774,2025-05-25 17:00:00,Approved
3475,61707,2,4,Others,West,77577,759,2025-05-25 18:00:00,Rejected
3476,290833,1,4,CAGL+1,West,75201,770,2025-05-25 19:00:00,Rejected
3477,39084,9,1,CAGL+1,North,38342,634,2025-05-25 20:00:00,Approved
3478,50387,3,1,CAGL+1,North,68810,711,2025-05-25 21:00:00,Approved
3479,12642,7,1,Others,South,40867,772,2025-05-25 22:00:00,Approved
3480,196633,6,3,CAGL+1,South,43890,721,2025-05-25 23:00:00,Approved
3481,156510,8,5,Unique,South,28878,563,2025-05-26 00:00:00,Rejected
3482,264511,7,3,CAGL+1,East,32986,567,2025-05-26 01:00:00,Rejected
3483,273957,0,5,Unique,West,26172,795,2025-05-26 02:00:00,Rejected
3484,94381,1,5,CAGL+2,East,34529,722,2025-05-26 03:00:00,Approved
3485,259880,1,2,CAGL+2,West,19710,722,2025-05-26 04:00:00,Approved
3486,203984,7,2,Unique,South,13149,651,2025-05-26 05:00:00,Rejected
3487,70272,3,2,Unique,East,43984,767,2025-05-26 06:00:00,Approved
3488,183123,8,5,Unique,East,24773,702,2025-05-26 07:00:00,Rejected
3489,223808,1,5,Unique,West,66507,603,2025-05-26 08:00:00,Rejected
3490,263091,3,3,Unique,West,15965,679,2025-05-26 09:00:00,Approved
3491,274064,0,5,CAGL+2,East,37180,582,2025-05-26 10:00:00,Rejected
3492,116121,2,4,Unique,North,66521,593,2025-05-26 11:00:00,Rejected
3493,86872,5,4,Unique,West,52725,763,2025-05-26 12:00:00,Approved
3494,274237,8,5,Unique,West,72688,778,2025-05-26 13:00:00,Rejected
3495,285049,0,4,Unique,East,33364,592,2025-05-26 14:00:00,Rejected
3496,131759,4,5,CAGL+1,South,31523,736,2025-05-26 15:00:00,Approved
3497,92289,1,2,CAGL+2,North,38112,677,2025-05-26 16:00:00,Approved
3498,126506,6,5,Unique,South,49525,717,2025-05-26 17:00:00,Approved
3499,88513,3,2,CAGL+2,East,57438,634,2025-05-26 18:00:00,Approved
3500,192003,4,1,CAGL+2,South,55133,733,2025-05-26 19:00:00,Approved
3501,269480,7,4,CAGL+2,South,45464,679,2025-05-26 20:00:00,Rejected
3502,272043,1,1,Unique,East,18608,772,2025-05-26 21:00:00,Approved
3503,201758,2,4,Unique,West,31560,555,2025-05-26 22:00:00,Rejected
3504,143498,4,1,Unique,South,31236,603,2025-05-26 23:00:00,Approved
3505,264024,9,5,CAGL+1,East,41689,747,2025-05-27 00:00:00,Rejected
3506,140970,3,1,CAGL+1,East,48650,770,2025-05-27 01:00:00,Approved
3507,100009,4,4,CAGL+1,East,10294,700,2025-05-27 02:00:00,Approved
3508,209570,2,3,CAGL+1,South,63600,660,2025-05-27 03:00:00,Approved
3509,207467,8,4,CAGL+2,West,60544,607,2025-05-27 04:00:00,Rejected
3510,54816,7,3,CAGL+1,South,75139,647,2025-05-27 05:00:00,Approved
3511,14138,5,5,CAGL+1,South,67816,778,2025-05-27 06:00:00,Approved
3512,101176,0,4,Unique,North,27215,684,2025-05-27 07:00:00,Approved
3513,276161,3,1,Unique,South,68229,664,2025-05-27 08:00:00,Approved
3514,282595,6,5,Unique,East,76224,554,2025-05-27 09:00:00,Rejected
3515,204028,9,4,Unique,East,36815,795,2025-05-27 10:00:00,Rejected
3516,282422,4,5,Unique,North,71644,724,2025-05-27 11:00:00,Rejected
3517,231552,3,3,Others,North,50341,799,2025-05-27 12:00:00,Approved
3518,53764,8,5,CAGL+2,North,62079,673,2025-05-27 13:00:00,Approved
3519,133030,7,1,CAGL+2,North,49118,597,2025-05-27 14:00:00,Rejected
3520,105667,2,4,CAGL+2,South,66982,771,2025-05-27 15:00:00,Approved
3521,70128,5,3,CAGL+2,South,11341,680,2025-05-27 16:00:00,Approved
3522,229128,3,5,Unique,East,39560,628,2025-05-27 17:00:00,Rejected
3523,294013,6,2,Unique,South,57212,749,2025-05-27 18:00:00,Rejected
3524,243540,0,3,Unique,North,55210,580,2025-05-27 19:00:00,Rejected
3525,15039,0,3,CAGL+2,West,39801,700,2025-05-27 20:00:00,Approved
3526,162353,5,1,CAGL+2,North,57056,757,2025-05-27 21:00:00,Approved
3527,122935,9,1,Unique,North,23726,756,2025-05-27 22:00:00,Rejected
3528,20442,6,5,Others,West,76393,767,2025-05-27 23:00:00,Rejected
3529,299730,8,2,Unique,West,31013,784,2025-05-28 00:00:00,Approved
3530,63053,6,3,CAGL+1,North,67320,726,2025-05-28 01:00:00,Approved
3531,191561,8,5,CAGL+1,South,69711,586,2025-05-28 02:00:00,Rejected
3532,224176,9,2,Unique,East,32205,642,2025-05-28 03:00:00,Approved
3533,96346,8,5,CAGL+1,West,10987,661,2025-05-28 04:00:00,Rejected
3534,44397,7,3,CAGL+1,East,31494,568,2025-05-28 05:00:00,Rejected
3535,126214,6,5,CAGL+1,South,61689,622,2025-05-28 06:00:00,Rejected
3536,167221,2,1,CAGL+1,North,15166,581,2025-05-28 07:00:00,Rejected
3537,287068,2,1,CAGL+2,South,67344,739,2025-05-28 08:00:00,Approved
3538,123143,4,4,CAGL+1,South,13535,569,2025-05-28 09:00:00,Rejected
3539,273013,6,2,Unique,East,52408,785,2025-05-28 10:00:00,Rejected
3540,273158,9,3,CAGL+2,South,65693,609,2025-05-28 11:00:00,Approved
3541,20103,6,2,CAGL+1,West,16378,688,2025-05-28 12:00:00,Approved
3542,92409,0,1,Unique,North,60690,711,2025-05-28 13:00:00,Rejected
3543,33248,7,3,Unique,West,26192,645,2025-05-28 14:00:00,Approved
3544,184588,0,4,CAGL+1,South,70715,602,2025-05-28 15:00:00,Rejected
3545,165242,3,1,CAGL+2,East,62308,726,2025-05-28 16:00:00,Approved
3546,18024,1,1,Unique,East,44561,614,2025-05-28 17:00:00,Rejected
3547,244864,4,2,CAGL+1,West,40795,716,2025-05-28 18:00:00,Approved
3548,184875,5,5,Unique,West,75229,645,2025-05-28 19:00:00,Rejected
3549,153927,3,2,CAGL+2,East,56992,617,2025-05-28 20:00:00,Approved
3550,95178,3,1,CAGL+1,West,17356,731,2025-05-28 21:00:00,Approved
3551,292169,6,2,CAGL+2,South,32790,745,2025-05-28 22:00:00,Approved
3552,73610,3,5,CAGL+1,North,34353,660,2025-05-28 23:00:00,Approved
3553,80843,1,4,Unique,North,42639,700,2025-05-29 00:00:00,Rejected
3554,117237,3,3,CAGL+2,North,63756,740,2025-05-29 01:00:00,Approved
3555,190903,6,1,CAGL+1,East,77820,734,2025-05-29 02:00:00,Approved
3556,184499,0,2,Unique,East,19925,766,2025-05-29 03:00:00,Rejected
3557,140299,3,1,CAGL+1,East,61838,713,2025-05-29 04:00:00,Approved
3558,15668,5,3,CAGL+2,North,18094,601,2025-05-29 05:00:00,Approved
3559,232542,7,2,CAGL+1,West,18472,648,2025-05-29 06:00:00,Approved
3560,188267,7,4,CAGL+1,East,42284,673,2025-05-29 07:00:00,Rejected
3561,165489,8,3,Unique,East,56831,696,2025-05-29 08:00:00,Approved
3562,116133,4,5,CAGL+2,South,15922,570,2025-05-29 09:00:00,Rejected
3563,282895,1,5,Unique,East,45919,633,2025-05-29 10:00:00,Rejected
3564,279496,2,1,CAGL+1,East,66828,756,2025-05-29 11:00:00,Approved
3565,220124,1,5,Unique,North,74075,721,2025-05-29 12:00:00,Rejected
3566,98835,8,2,CAGL+2,North,21609,709,2025-05-29 13:00:00,Approved
3567,107493,5,5,Others,South,13574,710,2025-05-29 14:00:00,Approved
3568,182166,0,4,CAGL+1,North,21662,609,2025-05-29 15:00:00,Rejected
3569,111948,2,2,CAGL+1,West,61913,746,2025-05-29 16:00:00,Approved
3570,195194,6,1,CAGL+2,West,57215,788,2025-05-29 17:00:00,Rejected
3571,39493,6,1,CAGL+2,North,24603,683,2025-05-29 18:00:00,Approved
3572,209886,4,5,Others,East,44107,775,2025-05-29 19:00:00,Rejected
3573,148368,2,5,Unique,South,19429,678,2025-05-29 20:00:00,Approved
3574,166470,6,1,CAGL+1,East,34255,794,2025-05-29 21:00:00,Approved
3575,23261,4,2,CAGL+1,East,63262,656,2025-05-29 22:00:00,Approved
3576,86709,5,3,CAGL+1,South,74504,564,2025-05-29 23:00:00,Rejected
3577,105985,2,1,Others,North,62976,652,2025-05-30 00:00:00,Approved
3578,285796,5,4,Unique,South,70690,606,2025-05-30 01:00:00,Rejected
3579,277247,6,2,CAGL+2,West,44138,657,2025-05-30 02:00:00,Approved
3580,297644,7,3,CAGL+1,East,28551,550,2025-05-30 03:00:00,Rejected
3581,256404,1,3,CAGL+1,West,31718,568,2025-05-30 04:00:00,Rejected
3582,110336,1,2,CAGL+1,South,51457,699,2025-05-30 05:00:00,Rejected
3583,123499,5,1,CAGL+1,North,30382,575,2025-05-30 06:00:00,Rejected
3584,159524,7,3,CAGL+2,South,28216,555,2025-05-30 07:00:00,Rejected
3585,176508,4,4,CAGL+1,West,50423,737,2025-05-30 08:00:00,Rejected
3586,157026,0,2,CAGL+2,West,61118,732,2025-05-30 09:00:00,Approved
3587,260819,0,5,CAGL+1,East,11463,743,2025-05-30 10:00:00,Rejected
3588,22356,9,1,Unique,East,68090,724,2025-05-30 11:00:00,Approved
3589,138128,8,2,CAGL+1,East,29407,595,2025-05-30 12:00:00,Rejected
3590,12187,3,4,CAGL+2,East,54316,653,2025-05-30 13:00:00,Approved
3591,162297,9,3,CAGL+2,North,30621,776,2025-05-30 14:00:00,Rejected
3592,144678,0,1,CAGL+2,South,33183,727,2025-05-30 15:00:00,Approved
3593,136270,7,1,Unique,South,55530,754,2025-05-30 16:00:00,Approved
3594,286531,1,2,CAGL+1,South,75819,570,2025-05-30 17:00:00,Rejected
3595,252998,1,2,Unique,North,12765,782,2025-05-30 18:00:00,Rejected
3596,251503,0,4,CAGL+2,South,29491,575,2025-05-30 19:00:00,Rejected
3597,72061,0,5,CAGL+1,South,40089,798,2025-05-30 20:00:00,Approved
3598,245497,8,2,CAGL+2,North,44997,553,2025-05-30 21:00:00,Rejected
3599,91257,0,2,Unique,East,22669,648,2025-05-30 22:00:00,Approved
3600,71753,5,2,Unique,East,23759,745,2025-05-30 23:00:00,Approved
3601,33408,6,4,CAGL+2,North,70498,658,2025-05-31 00:00:00,Rejected
3602,134116,3,3,Unique,North,62280,730,2025-05-31 01:00:00,Approved
3603,141208,4,5,Unique,East,48839,578,2025-05-31 02:00:00,Rejected
3604,27413,3,4,CAGL+2,North,46790,668,2025-05-31 03:00:00,Approved
3605,123650,3,2,Unique,South,17012,573,2025-05-31 04:00:00,Rejected
3606,69500,9,3,Unique,West,55862,738,2025-05-31 05:00:00,Rejected
3607,66358,0,2,CAGL+2,West,36419,764,2025-05-31 06:00:00,Rejected
3608,76197,5,4,Others,South,24654,615,2025-05-31 07:00:00,Approved
3609,233861,9,1,CAGL+2,North,28748,733,2025-05-31 08:00:00,Rejected
3610,233492,9,2,Unique,East,40747,559,2025-05-31 09:00:00,Rejected
3611,271545,6,3,CAGL+2,West,44468,652,2025-05-31 10:00:00,Approved
3612,86240,6,5,CAGL+1,West,53230,746,2025-05-31 11:00:00,Rejected
3613,245595,7,1,CAGL+2,South,68327,731,2025-05-31 12:00:00,Approved
3614,231135,6,2,Unique,East,51434,569,2025-05-31 13:00:00,Rejected
3615,288466,5,2,Unique,West,59103,744,2025-05-31 14:00:00,Approved
3616,16968,7,3,Others,South,47972,715,2025-05-31 15:00:00,Approved
3617,299662,2,1,Others,East,77319,649,2025-05-31 16:00:00,Approved
3618,200920,8,1,Unique,North,63374,649,2025-05-31 17:00:00,Approved
3619,273844,2,1,Unique,South,18385,785,2025-05-31 18:00:00,Approved
3620,242076,3,2,Others,West,36580,693,2025-05-31 19:00:00,Approved
3621,33199,9,1,Unique,South,77684,731,2025-05-31 20:00:00,Approved
3622,173187,5,2,Unique,South,23382,672,2025-05-31 21:00:00,Approved
3623,195388,7,2,Unique,West,35665,680,2025-05-31 22:00:00,Approved
3624,15520,2,1,Unique,North,43664,613,2025-05-31 23:00:00,Approved
3625,119814,9,4,Unique,West,61330,674,2025-06-01 00:00:00,Approved
3626,177527,5,5,Others,West,15120,642,2025-06-01 01:00:00,Rejected
3627,256356,4,5,Unique,North,28466,577,2025-06-01 02:00:00,Rejected
3628,133364,4,4,Unique,West,51743,607,2025-06-01 03:00:00,Approved
3629,24955,4,1,CAGL+1,East,69028,707,2025-06-01 04:00:00,Approved
3630,185121,8,2,CAGL+1,East,68354,591,2025-06-01 05:00:00,Rejected
3631,154989,6,3,CAGL+1,West,78868,742,2025-06-01 06:00:00,Approved
3632,260144,8,4,Others,East,73481,624,2025-06-01 07:00:00,Rejected
3633,74925,8,5,Unique,South,46566,749,2025-06-01 08:00:00,Approved
3634,80269,5,5,Others,East,48431,703,2025-06-01 09:00:00,Approved
3635,162185,5,2,CAGL+1,East,79060,732,2025-06-01 10:00:00,Approved
3636,109977,3,5,CAGL+1,South,29547,606,2025-06-01 11:00:00,Approved
3637,39345,7,5,Unique,East,79068,629,2025-06-01 12:00:00,Approved
3638,265688,1,2,Unique,West,72751,768,2025-06-01 13:00:00,Rejected
3639,271798,4,1,Unique,South,40893,769,2025-06-01 14:00:00,Rejected
3640,188933,0,5,CAGL+1,South,21116,562,2025-06-01 15:00:00,Rejected
3641,107406,9,1,Unique,West,36844,590,2025-06-01 16:00:00,Rejected
3642,13453,1,3,CAGL+1,West,53289,774,2025-06-01 17:00:00,Approved
3643,112811,0,1,CAGL+2,West,20218,630,2025-06-01 18:00:00,Approved
3644,64935,5,2,CAGL+1,East,16623,646,2025-06-01 19:00:00,Rejected
3645,184442,1,2,Unique,East,65704,725,2025-06-01 20:00:00,Approved
3646,280472,3,2,Unique,East,59862,661,2025-06-01 21:00:00,Rejected
3647,25534,4,5,CAGL+2,West,63404,762,2025-06-01 22:00:00,Approved
3648,46320,6,4,Unique,North,52980,667,2025-06-01 23:00:00,Rejected
3649,59170,9,5,Unique,East,76532,594,2025-06-02 00:00:00,Rejected
3650,110546,0,1,Unique,North,51952,629,2025-06-02 01:00:00,Approved
3651,90201,4,3,CAGL+1,South,39976,793,2025-06-02 02:00:00,Rejected
3652,244473,3,3,Unique,West,69911,556,2025-06-02 03:00:00,Rejected
3653,280784,6,3,CAGL+1,West,57390,580,2025-06-02 04:00:00,Rejected
3654,241324,9,3,CAGL+1,South,51415,657,2025-06-02 05:00:00,Approved
3655,171121,6,4,CAGL+1,East,18991,639,2025-06-02 06:00:00,Rejected
3656,243612,7,3,CAGL+2,East,67485,757,2025-06-02 07:00:00,Approved
3657,197125,3,5,CAGL+2,East,40219,757,2025-06-02 08:00:00,Rejected
3658,210796,3,3,CAGL+1,North,14180,635,2025-06-02 09:00:00,Approved
3659,153279,9,2,Unique,South,32904,654,2025-06-02 10:00:00,Approved
3660,206846,4,1,Unique,North,41265,724,2025-06-02 11:00:00,Approved
3661,174044,4,5,CAGL+2,East,19001,566,2025-06-02 12:00:00,Rejected
3662,212160,2,4,Unique,North,28239,581,2025-06-02 13:00:00,Rejected
3663,80463,4,5,CAGL+1,South,46587,702,2025-06-02 14:00:00,Rejected
3664,103500,4,2,Unique,East,26376,637,2025-06-02 15:00:00,Approved
3665,217772,7,3,Unique,North,15679,650,2025-06-02 16:00:00,Approved
3666,47158,6,3,Unique,South,19232,715,2025-06-02 17:00:00,Approved
3667,94607,7,4,Unique,East,13342,734,2025-06-02 18:00:00,Approved
3668,255017,4,1,Unique,East,76073,686,2025-06-02 19:00:00,Approved
3669,130076,1,3,CAGL+1,West,52123,745,2025-06-02 20:00:00,Approved
3670,68692,7,4,CAGL+2,East,43275,799,2025-06-02 21:00:00,Approved
3671,140841,8,3,Unique,West,69619,788,2025-06-02 22:00:00,Approved
3672,202816,1,5,CAGL+1,East,61041,644,2025-06-02 23:00:00,Rejected
3673,287954,0,4,Unique,North,50148,677,2025-06-03 00:00:00,Rejected
3674,171081,5,4,Unique,North,33904,747,2025-06-03 01:00:00,Rejected
